dt,AverageTemperature,AverageTemperatureUncertainty,State,Country,id
1815-02-01,-9.741,5.984,Kaluga,Russia,26
1815-03-01,-4.522,4.0310000000000015,Kaluga,Russia,26
1815-04-01,3.479,2.523,Kaluga,Russia,26
1815-05-01,10.749,2.885,Kaluga,Russia,26
1815-06-01,14.668,2.635,Kaluga,Russia,26
1815-07-01,15.975,3.3510000000000004,Kaluga,Russia,26
1815-08-01,16.232,2.966,Kaluga,Russia,26
1815-09-01,10.162,1.955,Kaluga,Russia,26
1815-10-01,3.5529999999999995,3.935,Kaluga,Russia,26
1815-11-01,-0.8809999999999999,2.502,Kaluga,Russia,26
1815-12-01,-10.029,1.734,Kaluga,Russia,26
1816-01-01,-7.675000000000002,3.912,Kaluga,Russia,26
1816-02-01,-13.531,3.298,Kaluga,Russia,26
1816-03-01,-3.511,3.054,Kaluga,Russia,26
1816-04-01,4.454,4.029,Kaluga,Russia,26
1816-05-01,10.75,1.903,Kaluga,Russia,26
1816-06-01,16.275000000000002,1.91,Kaluga,Russia,26
1816-07-01,16.996,2.911,Kaluga,Russia,26
1816-08-01,15.057,1.3969999999999998,Kaluga,Russia,26
1816-09-01,11.22,2.327,Kaluga,Russia,26
1816-10-01,2.269,7.23,Kaluga,Russia,26
1816-11-01,-1.5499999999999998,8.126,Kaluga,Russia,26
1816-12-01,-7.616999999999999,2.511,Kaluga,Russia,26
1817-01-01,-5.851000000000001,5.165,Kaluga,Russia,26
1817-02-01,-5.15,3.91,Kaluga,Russia,26
1817-03-01,-2.1630000000000003,3.138,Kaluga,Russia,26
1817-04-01,3.171,2.619,Kaluga,Russia,26
1817-05-01,12.054,2.3480000000000003,Kaluga,Russia,26
1817-06-01,14.639,2.006,Kaluga,Russia,26
1817-07-01,17.983999999999995,1.307,Kaluga,Russia,26
1817-08-01,17.954,2.357,Kaluga,Russia,26
1817-09-01,7.915,3.239,Kaluga,Russia,26
1817-10-01,0.4839999999999991,4.067,Kaluga,Russia,26
1817-11-01,-4.138,2.0780000000000003,Kaluga,Russia,26
1817-12-01,-12.422999999999998,5.617000000000001,Kaluga,Russia,26
1818-01-01,-7.517000000000001,3.487,Kaluga,Russia,26
1818-02-01,-7.091,1.996,Kaluga,Russia,26
1818-03-01,-1.0759999999999998,2.617,Kaluga,Russia,26
1818-04-01,5.189,6.398,Kaluga,Russia,26
1818-05-01,10.725,2.667,Kaluga,Russia,26
1818-06-01,15.326,4.75,Kaluga,Russia,26
1818-07-01,18.297,3.043,Kaluga,Russia,26
1818-08-01,15.734000000000002,1.26,Kaluga,Russia,26
1818-09-01,10.629,2.5860000000000003,Kaluga,Russia,26
1818-10-01,3.343,2.86,Kaluga,Russia,26
1818-11-01,-3.159,5.568,Kaluga,Russia,26
1818-12-01,-6.634,2.081,Kaluga,Russia,26
1819-01-01,-6.768000000000002,3.5210000000000004,Kaluga,Russia,26
1819-02-01,-9.13,2.947,Kaluga,Russia,26
1819-03-01,-3.717,7.74,Kaluga,Russia,26
1819-04-01,3.898,1.903,Kaluga,Russia,26
1819-05-01,10.625,2.637,Kaluga,Russia,26
1819-06-01,17.232000000000006,1.955,Kaluga,Russia,26
1819-07-01,17.092,1.3030000000000002,Kaluga,Russia,26
1819-08-01,16.393,2.024,Kaluga,Russia,26
1819-09-01,12.934,1.876,Kaluga,Russia,26
1819-10-01,6.134,3.047,Kaluga,Russia,26
1819-11-01,-3.714,2.645,Kaluga,Russia,26
1819-12-01,-13.363,3.298,Kaluga,Russia,26
1820-01-01,-14.365000000000002,8.01,Kaluga,Russia,26
1820-02-01,-11.278,3.764,Kaluga,Russia,26
1820-03-01,-2.496,3.632,Kaluga,Russia,26
1820-04-01,6.414999999999999,1.734,Kaluga,Russia,26
1820-05-01,13.194,1.963,Kaluga,Russia,26
1820-06-01,15.202000000000002,1.541,Kaluga,Russia,26
1820-07-01,16.343,3.918,Kaluga,Russia,26
1820-08-01,15.479,3.141,Kaluga,Russia,26
1820-09-01,10.42,3.17,Kaluga,Russia,26
1820-10-01,5.061,0.914,Kaluga,Russia,26
1820-11-01,-2.092,1.1909999999999998,Kaluga,Russia,26
1820-12-01,-9.974,2.611,Kaluga,Russia,26
1821-01-01,-6.8420000000000005,3.818,Kaluga,Russia,26
1821-02-01,-9.336,5.237,Kaluga,Russia,26
1821-03-01,-4.224,2.7960000000000003,Kaluga,Russia,26
1821-04-01,6.183999999999998,2.783,Kaluga,Russia,26
1821-05-01,12.782,2.379,Kaluga,Russia,26
1821-06-01,14.042000000000002,2.588,Kaluga,Russia,26
1821-07-01,15.701,2.599,Kaluga,Russia,26
1821-08-01,13.669,2.004,Kaluga,Russia,26
1821-09-01,9.438,2.266,Kaluga,Russia,26
1821-10-01,4.449,1.761,Kaluga,Russia,26
1821-11-01,-0.3719999999999999,2.329,Kaluga,Russia,26
1821-12-01,-3.927,2.071,Kaluga,Russia,26
1822-01-01,-5.48,2.957,Kaluga,Russia,26
1822-02-01,-4.2440000000000015,1.4980000000000002,Kaluga,Russia,26
1822-03-01,0.2919999999999998,1.455,Kaluga,Russia,26
1822-04-01,7.287999999999999,1.435,Kaluga,Russia,26
1822-05-01,11.003,1.411,Kaluga,Russia,26
1822-06-01,13.765,1.79,Kaluga,Russia,26
1822-07-01,17.320999999999998,2.351,Kaluga,Russia,26
1822-08-01,15.465000000000002,2.653,Kaluga,Russia,26
1822-09-01,10.326,2.317,Kaluga,Russia,26
1822-10-01,5.061,1.5619999999999998,Kaluga,Russia,26
1822-11-01,-0.5589999999999999,3.039,Kaluga,Russia,26
1822-12-01,-6.805999999999999,3.067,Kaluga,Russia,26
1823-01-01,-14.699000000000002,2.839,Kaluga,Russia,26
1823-02-01,-9.826,3.019,Kaluga,Russia,26
1823-03-01,-1.0300000000000002,1.78,Kaluga,Russia,26
1823-04-01,3.361,3.009,Kaluga,Russia,26
1823-05-01,11.984000000000002,1.931,Kaluga,Russia,26
1823-06-01,17.69,3.055,Kaluga,Russia,26
1823-07-01,18.384,1.473,Kaluga,Russia,26
1823-08-01,17.183,1.9,Kaluga,Russia,26
1823-09-01,11.383,1.486,Kaluga,Russia,26
1823-10-01,4.848999999999998,1.265,Kaluga,Russia,26
1823-11-01,-1.67,4.713,Kaluga,Russia,26
1823-12-01,-4.170999999999999,2.066,Kaluga,Russia,26
1824-01-01,-6.370000000000001,1.545,Kaluga,Russia,26
1824-02-01,-6.102,3.833,Kaluga,Russia,26
1824-03-01,-0.532,2.16,Kaluga,Russia,26
1824-04-01,5.202000000000001,2.69,Kaluga,Russia,26
1824-05-01,10.171,2.329,Kaluga,Russia,26
1824-06-01,14.197,3.797,Kaluga,Russia,26
1824-07-01,16.351,4.09,Kaluga,Russia,26
1824-08-01,15.814000000000002,1.536,Kaluga,Russia,26
1824-09-01,12.949000000000002,2.612,Kaluga,Russia,26
1824-10-01,4.946000000000001,1.74,Kaluga,Russia,26
1824-11-01,0.877,2.225,Kaluga,Russia,26
1824-12-01,-1.6749999999999998,3.644,Kaluga,Russia,26
1825-01-01,-6.2120000000000015,3.0410000000000004,Kaluga,Russia,26
1825-02-01,-9.219,1.868,Kaluga,Russia,26
1825-03-01,-5.722,3.024,Kaluga,Russia,26
1825-04-01,3.8009999999999993,2.21,Kaluga,Russia,26
1825-05-01,9.718,2.329,Kaluga,Russia,26
1825-06-01,15.798000000000002,1.5590000000000002,Kaluga,Russia,26
1825-07-01,15.723,3.861,Kaluga,Russia,26
1825-08-01,15.155,3.451,Kaluga,Russia,26
1825-09-01,9.774,2.126,Kaluga,Russia,26
1825-10-01,4.742,2.64,Kaluga,Russia,26
1825-11-01,0.8130000000000004,1.825,Kaluga,Russia,26
1825-12-01,-5.992999999999999,2.02,Kaluga,Russia,26
1826-01-01,-11.155,1.086,Kaluga,Russia,26
1826-02-01,-9.583,2.213,Kaluga,Russia,26
1826-03-01,-3.114,2.854,Kaluga,Russia,26
1826-04-01,4.476999999999999,3.567,Kaluga,Russia,26
1826-05-01,12.717,2.1590000000000003,Kaluga,Russia,26
1826-06-01,16.609,1.904,Kaluga,Russia,26
1826-07-01,20.11,2.248,Kaluga,Russia,26
1826-08-01,17.309,1.555,Kaluga,Russia,26
1826-09-01,11.755,2.639,Kaluga,Russia,26
1826-10-01,3.961,1.692,Kaluga,Russia,26
1826-11-01,0.012,1.644,Kaluga,Russia,26
1826-12-01,-2.337,2.694,Kaluga,Russia,26
1827-01-01,-6.957000000000002,4.29,Kaluga,Russia,26
1827-02-01,-9.377,0.8909999999999999,Kaluga,Russia,26
1827-03-01,-1.936,1.948,Kaluga,Russia,26
1827-04-01,6.545999999999999,5.151,Kaluga,Russia,26
1827-05-01,13.378,2.314,Kaluga,Russia,26
1827-06-01,17.874000000000006,2.588,Kaluga,Russia,26
1827-07-01,18.142,1.614,Kaluga,Russia,26
1827-08-01,16.217000000000002,1.941,Kaluga,Russia,26
1827-09-01,10.94,1.205,Kaluga,Russia,26
1827-10-01,2.996,1.763,Kaluga,Russia,26
1827-11-01,-2.9410000000000003,2.063,Kaluga,Russia,26
1827-12-01,-6.5120000000000005,3.189,Kaluga,Russia,26
1828-01-01,-13.941,2.846,Kaluga,Russia,26
1828-02-01,-13.139,1.197,Kaluga,Russia,26
1828-03-01,-3.559,2.674,Kaluga,Russia,26
1828-04-01,5.688,2.126,Kaluga,Russia,26
1828-05-01,12.283,3.393,Kaluga,Russia,26
1828-06-01,17.222,2.817,Kaluga,Russia,26
1828-07-01,18.976,2.191,Kaluga,Russia,26
1828-08-01,16.68,3.175,Kaluga,Russia,26
1828-09-01,9.506,1.927,Kaluga,Russia,26
1828-10-01,3.171,1.325,Kaluga,Russia,26
1828-11-01,-3.167,1.565,Kaluga,Russia,26
1828-12-01,-11.136,2.98,Kaluga,Russia,26
1829-01-01,-14.484000000000002,1.14,Kaluga,Russia,26
1829-02-01,-11.442,3.283,Kaluga,Russia,26
1829-03-01,-6.412000000000001,0.875,Kaluga,Russia,26
1829-04-01,3.479,1.546,Kaluga,Russia,26
1829-05-01,11.217,4.665,Kaluga,Russia,26
1829-06-01,15.935,3.027,Kaluga,Russia,26
1829-07-01,19.12,1.959,Kaluga,Russia,26
1829-08-01,16.455000000000002,2.364,Kaluga,Russia,26
1829-09-01,12.698,2.778,Kaluga,Russia,26
1829-10-01,2.996,2.011,Kaluga,Russia,26
1829-11-01,-4.946000000000001,3.551,Kaluga,Russia,26
1829-12-01,-11.782,5.723,Kaluga,Russia,26
1830-01-01,-13.671,3.0210000000000004,Kaluga,Russia,26
1830-02-01,-10.768,1.216,Kaluga,Russia,26
1830-03-01,-4.406000000000001,1.311,Kaluga,Russia,26
1830-04-01,4.593,1.336,Kaluga,Russia,26
1830-05-01,11.515,1.173,Kaluga,Russia,26
1830-06-01,16.671,4.164,Kaluga,Russia,26
1830-07-01,17.469,2.68,Kaluga,Russia,26
1830-08-01,17.641000000000005,3.629,Kaluga,Russia,26
1830-09-01,10.091,3.349,Kaluga,Russia,26
1830-10-01,3.5980000000000003,4.297,Kaluga,Russia,26
1830-11-01,-1.057,2.32,Kaluga,Russia,26
1830-12-01,-3.482,2.213,Kaluga,Russia,26
1831-01-01,-10.812,3.402,Kaluga,Russia,26
1831-02-01,-7.7890000000000015,6.009,Kaluga,Russia,26
1831-03-01,-4.914,4.16,Kaluga,Russia,26
1831-04-01,5.614,1.41,Kaluga,Russia,26
1831-05-01,12.328,3.853,Kaluga,Russia,26
1831-06-01,16.528000000000002,2.236,Kaluga,Russia,26
1831-07-01,17.951,1.769,Kaluga,Russia,26
1831-08-01,15.081,2.155,Kaluga,Russia,26
1831-09-01,9.49,2.197,Kaluga,Russia,26
1831-10-01,3.333,1.074,Kaluga,Russia,26
1831-11-01,-2.69,6.056,Kaluga,Russia,26
1831-12-01,-7.795,4.856,Kaluga,Russia,26
1832-01-01,-9.223,2.5660000000000003,Kaluga,Russia,26
1832-02-01,-8.004000000000001,3.149,Kaluga,Russia,26
1832-03-01,-5.0600000000000005,2.289,Kaluga,Russia,26
1832-04-01,2.9359999999999995,4.285,Kaluga,Russia,26
1832-05-01,11.482,2.613,Kaluga,Russia,26
1832-06-01,14.098,2.196,Kaluga,Russia,26
1832-07-01,15.036,3.012,Kaluga,Russia,26
1832-08-01,14.664,2.15,Kaluga,Russia,26
1832-09-01,9.066,3.129,Kaluga,Russia,26
1832-10-01,3.413,2.374,Kaluga,Russia,26
1832-11-01,-5.82,1.3219999999999998,Kaluga,Russia,26
1832-12-01,-9.603,5.001,Kaluga,Russia,26
1833-01-01,-10.928,3.587,Kaluga,Russia,26
1833-02-01,-6.9060000000000015,2.549,Kaluga,Russia,26
1833-03-01,-4.746,2.897,Kaluga,Russia,26
1833-04-01,4.7010000000000005,2.048,Kaluga,Russia,26
1833-05-01,11.993,2.747,Kaluga,Russia,26
1833-06-01,18.866,2.465,Kaluga,Russia,26
1833-07-01,18.368,1.749,Kaluga,Russia,26
1833-08-01,13.982,2.486,Kaluga,Russia,26
1833-09-01,10.53,1.832,Kaluga,Russia,26
1833-10-01,3.3080000000000003,1.6469999999999998,Kaluga,Russia,26
1833-11-01,-0.4729999999999999,1.862,Kaluga,Russia,26
1833-12-01,-6.5360000000000005,3.176,Kaluga,Russia,26
1834-01-01,-11.595,2.43,Kaluga,Russia,26
1834-02-01,-9.834,2.892,Kaluga,Russia,26
1834-03-01,-2.3480000000000003,2.73,Kaluga,Russia,26
1834-04-01,3.3119999999999994,2.9810000000000003,Kaluga,Russia,26
1834-05-01,12.991,1.709,Kaluga,Russia,26
1834-06-01,15.942000000000002,3.354,Kaluga,Russia,26
1834-07-01,18.458,1.897,Kaluga,Russia,26
1834-08-01,18.8,1.463,Kaluga,Russia,26
1834-09-01,10.812,3.407,Kaluga,Russia,26
1834-10-01,4.725,1.348,Kaluga,Russia,26
1834-11-01,-0.902,2.58,Kaluga,Russia,26
1834-12-01,-6.682,1.575,Kaluga,Russia,26
1835-01-01,-7.163000000000001,2.31,Kaluga,Russia,26
1835-02-01,-5.396000000000001,1.915,Kaluga,Russia,26
1835-03-01,-1.964,2.407,Kaluga,Russia,26
1835-04-01,4.359999999999999,2.697,Kaluga,Russia,26
1835-05-01,10.531,1.554,Kaluga,Russia,26
1835-06-01,16.064,2.52,Kaluga,Russia,26
1835-07-01,17.038,2.153,Kaluga,Russia,26
1835-08-01,12.664,1.071,Kaluga,Russia,26
1835-09-01,9.84,1.942,Kaluga,Russia,26
1835-10-01,4.228999999999999,1.992,Kaluga,Russia,26
1835-11-01,-5.6160000000000005,1.896,Kaluga,Russia,26
1835-12-01,-13.18,1.597,Kaluga,Russia,26
1836-01-01,-10.798,0.764,Kaluga,Russia,26
1836-02-01,-7.102,2.469,Kaluga,Russia,26
1836-03-01,1.2139999999999995,1.554,Kaluga,Russia,26
1836-04-01,7.455,0.954,Kaluga,Russia,26
1836-05-01,9.529,1.681,Kaluga,Russia,26
1836-06-01,14.319,1.521,Kaluga,Russia,26
1836-07-01,15.83,2.145,Kaluga,Russia,26
1836-08-01,14.535,1.934,Kaluga,Russia,26
1836-09-01,9.884,2.78,Kaluga,Russia,26
1836-10-01,6.501,5.438,Kaluga,Russia,26
1836-11-01,-2.404,1.757,Kaluga,Russia,26
1836-12-01,-5.986000000000001,3.0460000000000003,Kaluga,Russia,26
1837-01-01,-9.275,2.655,Kaluga,Russia,26
1837-02-01,-9.048,2.133,Kaluga,Russia,26
1837-03-01,-3.552,2.076,Kaluga,Russia,26
1837-04-01,5.718999999999999,1.946,Kaluga,Russia,26
1837-05-01,11.806,2.2430000000000003,Kaluga,Russia,26
1837-06-01,14.774,2.206,Kaluga,Russia,26
1837-07-01,14.803999999999998,1.929,Kaluga,Russia,26
1837-08-01,15.929,1.838,Kaluga,Russia,26
1837-09-01,9.979,1.308,Kaluga,Russia,26
1837-10-01,2.338,2.8710000000000004,Kaluga,Russia,26
1837-11-01,-1.404,3.033,Kaluga,Russia,26
1837-12-01,-11.167,3.984,Kaluga,Russia,26
1838-01-01,-17.213,3.487,Kaluga,Russia,26
1838-02-01,-11.533,1.301,Kaluga,Russia,26
1838-03-01,-4.525,1.394,Kaluga,Russia,26
1838-04-01,4.863,1.29,Kaluga,Russia,26
1838-05-01,12.708,1.09,Kaluga,Russia,26
1838-06-01,14.630999999999998,1.783,Kaluga,Russia,26
1838-07-01,16.944000000000003,4.42,Kaluga,Russia,26
1838-08-01,15.010000000000002,3.5210000000000004,Kaluga,Russia,26
1838-09-01,12.632,2.029,Kaluga,Russia,26
1838-10-01,2.5769999999999995,4.203,Kaluga,Russia,26
1838-11-01,-2.386,2.904,Kaluga,Russia,26
1838-12-01,-5.542000000000001,2.753,Kaluga,Russia,26
1839-01-01,-7.396000000000001,2.228,Kaluga,Russia,26
1839-02-01,-9.048,1.999,Kaluga,Russia,26
1839-03-01,-8.440999999999999,1.149,Kaluga,Russia,26
1839-04-01,1.2809999999999997,2.124,Kaluga,Russia,26
1839-05-01,14.875,0.916,Kaluga,Russia,26
1839-06-01,16.243000000000002,1.065,Kaluga,Russia,26
1839-07-01,19.982,3.692,Kaluga,Russia,26
1839-08-01,19.31900000000001,2.682,Kaluga,Russia,26
1839-09-01,12.862,1.681,Kaluga,Russia,26
1839-10-01,4.212999999999999,1.705,Kaluga,Russia,26
1839-11-01,-2.625,1.676,Kaluga,Russia,26
1839-12-01,-15.153,1.3630000000000002,Kaluga,Russia,26
1840-01-01,-9.75,2.277,Kaluga,Russia,26
1840-02-01,-11.736,2.38,Kaluga,Russia,26
1840-03-01,-5.6690000000000005,1.443,Kaluga,Russia,26
1840-04-01,2.228999999999999,2.734,Kaluga,Russia,26
1840-05-01,10.438,1.64,Kaluga,Russia,26
1840-06-01,15.792000000000002,1.431,Kaluga,Russia,26
1840-07-01,18.315,1.655,Kaluga,Russia,26
1840-08-01,15.388000000000002,1.597,Kaluga,Russia,26
1840-09-01,11.720999999999998,1.791,Kaluga,Russia,26
1840-10-01,2.792,2.026,Kaluga,Russia,26
1840-11-01,-2.34,2.892,Kaluga,Russia,26
1840-12-01,-12.86,1.7519999999999998,Kaluga,Russia,26
1841-01-01,-11.099,2.323,Kaluga,Russia,26
1841-02-01,-15.053,1.4780000000000002,Kaluga,Russia,26
1841-03-01,-4.894,3.969,Kaluga,Russia,26
1841-04-01,4.385,1.917,Kaluga,Russia,26
1841-05-01,12.98,1.016,Kaluga,Russia,26
1841-06-01,19.103,1.248,Kaluga,Russia,26
1841-07-01,20.483,1.95,Kaluga,Russia,26
1841-08-01,18.091,1.723,Kaluga,Russia,26
1841-09-01,12.108,1.223,Kaluga,Russia,26
1841-10-01,6.497000000000001,1.446,Kaluga,Russia,26
1841-11-01,-0.904,0.614,Kaluga,Russia,26
1841-12-01,-5.063,2.024,Kaluga,Russia,26
1842-01-01,-12.77,2.21,Kaluga,Russia,26
1842-02-01,-6.877999999999999,1.97,Kaluga,Russia,26
1842-03-01,-4.3180000000000005,2.767,Kaluga,Russia,26
1842-04-01,1.5109999999999997,2.335,Kaluga,Russia,26
1842-05-01,12.585,1.113,Kaluga,Russia,26
1842-06-01,14.912,0.512,Kaluga,Russia,26
1842-07-01,17.122,1.107,Kaluga,Russia,26
1842-08-01,16.078,1.824,Kaluga,Russia,26
1842-09-01,9.94,1.665,Kaluga,Russia,26
1842-10-01,2.81,1.4680000000000002,Kaluga,Russia,26
1842-11-01,-2.04,2.175,Kaluga,Russia,26
1842-12-01,-4.213,1.867,Kaluga,Russia,26
1843-01-01,-5.0120000000000005,2.084,Kaluga,Russia,26
1843-02-01,-0.9930000000000004,1.46,Kaluga,Russia,26
1843-03-01,-3.477,2.053,Kaluga,Russia,26
1843-04-01,3.309,1.26,Kaluga,Russia,26
1843-05-01,8.376,0.84,Kaluga,Russia,26
1843-06-01,18.012999999999998,0.893,Kaluga,Russia,26
1843-07-01,16.677,1.015,Kaluga,Russia,26
1843-08-01,16.015,1.098,Kaluga,Russia,26
1843-09-01,9.741,0.41,Kaluga,Russia,26
1843-10-01,5.363,1.689,Kaluga,Russia,26
1843-11-01,-1.747,0.457,Kaluga,Russia,26
1843-12-01,-3.979,3.148,Kaluga,Russia,26
1844-01-01,-8.512,1.083,Kaluga,Russia,26
1844-02-01,-7.218000000000001,1.822,Kaluga,Russia,26
1844-03-01,-4.931,2.673,Kaluga,Russia,26
1844-04-01,2.2299999999999995,1.107,Kaluga,Russia,26
1844-05-01,14.107,0.768,Kaluga,Russia,26
1844-06-01,14.031,1.247,Kaluga,Russia,26
1844-07-01,16.959,1.153,Kaluga,Russia,26
1844-08-01,16.037000000000006,2.995,Kaluga,Russia,26
1844-09-01,11.371,1.177,Kaluga,Russia,26
1844-10-01,3.292,1.234,Kaluga,Russia,26
1844-11-01,-6.496,0.867,Kaluga,Russia,26
1844-12-01,-11.768999999999998,1.633,Kaluga,Russia,26
1845-01-01,-7.312000000000001,1.751,Kaluga,Russia,26
1845-02-01,-14.3,3.113,Kaluga,Russia,26
1845-03-01,-8.695,1.108,Kaluga,Russia,26
1845-04-01,1.561,1.625,Kaluga,Russia,26
1845-05-01,9.737,1.616,Kaluga,Russia,26
1845-06-01,15.001,1.589,Kaluga,Russia,26
1845-07-01,18.866,1.34,Kaluga,Russia,26
1845-08-01,16.082,0.7979999999999999,Kaluga,Russia,26
1845-09-01,9.753,0.937,Kaluga,Russia,26
1845-10-01,3.139,1.0,Kaluga,Russia,26
1845-11-01,0.25,0.8440000000000001,Kaluga,Russia,26
1845-12-01,-4.464,3.02,Kaluga,Russia,26
1846-01-01,-8.999,1.891,Kaluga,Russia,26
1846-02-01,-8.705,1.325,Kaluga,Russia,26
1846-03-01,-1.093,1.286,Kaluga,Russia,26
1846-04-01,4.455,2.511,Kaluga,Russia,26
1846-05-01,9.189,2.817,Kaluga,Russia,26
1846-06-01,13.330000000000002,1.779,Kaluga,Russia,26
1846-07-01,18.748,2.297,Kaluga,Russia,26
1846-08-01,19.004,1.433,Kaluga,Russia,26
1846-09-01,10.153,1.912,Kaluga,Russia,26
1846-10-01,5.726999999999999,1.152,Kaluga,Russia,26
1846-11-01,-3.418,2.274,Kaluga,Russia,26
1846-12-01,-6.674,0.82,Kaluga,Russia,26
1847-01-01,-11.18,5.287999999999999,Kaluga,Russia,26
1847-02-01,-7.832000000000002,0.7909999999999999,Kaluga,Russia,26
1847-03-01,-4.962,2.0580000000000003,Kaluga,Russia,26
1847-04-01,3.5380000000000003,1.136,Kaluga,Russia,26
1847-05-01,10.738,1.006,Kaluga,Russia,26
1847-06-01,16.625999999999998,1.358,Kaluga,Russia,26
1847-07-01,16.469,1.61,Kaluga,Russia,26
1847-08-01,18.852,1.225,Kaluga,Russia,26
1847-09-01,14.075,0.773,Kaluga,Russia,26
1847-10-01,4.063,1.038,Kaluga,Russia,26
1847-11-01,-1.117,1.0590000000000002,Kaluga,Russia,26
1847-12-01,-8.616,2.8160000000000003,Kaluga,Russia,26
1848-01-01,-17.817,2.186,Kaluga,Russia,26
1848-02-01,-4.840000000000002,1.158,Kaluga,Russia,26
1848-03-01,-1.1030000000000002,1.255,Kaluga,Russia,26
1848-04-01,10.121,1.401,Kaluga,Russia,26
1848-05-01,11.589,1.6030000000000002,Kaluga,Russia,26
1848-06-01,17.650000000000006,2.175,Kaluga,Russia,26
1848-07-01,18.749,2.507,Kaluga,Russia,26
1848-08-01,17.17,2.011,Kaluga,Russia,26
1848-09-01,11.655,1.419,Kaluga,Russia,26
1848-10-01,4.877999999999999,0.684,Kaluga,Russia,26
1848-11-01,-0.6519999999999999,0.958,Kaluga,Russia,26
1848-12-01,-8.399,1.44,Kaluga,Russia,26
1849-01-01,-12.674,1.547,Kaluga,Russia,26
1849-02-01,-6.746,1.479,Kaluga,Russia,26
1849-03-01,-4.763,2.173,Kaluga,Russia,26
1849-04-01,1.7099999999999995,1.848,Kaluga,Russia,26
1849-05-01,11.088,0.679,Kaluga,Russia,26
1849-06-01,15.267,2.059,Kaluga,Russia,26
1849-07-01,18.346,1.098,Kaluga,Russia,26
1849-08-01,16.029,0.845,Kaluga,Russia,26
1849-09-01,9.289,1.157,Kaluga,Russia,26
1849-10-01,5.209,1.1840000000000002,Kaluga,Russia,26
1849-11-01,0.5169999999999999,2.009,Kaluga,Russia,26
1849-12-01,-9.396999999999998,0.95,Kaluga,Russia,26
1850-01-01,-16.812,1.872,Kaluga,Russia,26
1850-02-01,-7.880000000000001,1.658,Kaluga,Russia,26
1850-03-01,-6.1690000000000005,3.195,Kaluga,Russia,26
1850-04-01,2.232,2.496,Kaluga,Russia,26
1850-05-01,13.36,1.091,Kaluga,Russia,26
1850-06-01,17.803,1.442,Kaluga,Russia,26
1850-07-01,18.339,1.589,Kaluga,Russia,26
1850-08-01,19.59800000000001,1.24,Kaluga,Russia,26
1850-09-01,9.984,1.146,Kaluga,Russia,26
1850-10-01,3.0249999999999995,1.138,Kaluga,Russia,26
1850-11-01,-1.006,1.781,Kaluga,Russia,26
1850-12-01,-4.51,1.214,Kaluga,Russia,26
1851-01-01,-10.626,0.6779999999999999,Kaluga,Russia,26
1851-02-01,-11.242,0.983,Kaluga,Russia,26
1851-03-01,-6.7010000000000005,1.293,Kaluga,Russia,26
1851-04-01,5.678999999999999,1.594,Kaluga,Russia,26
1851-05-01,12.656,1.219,Kaluga,Russia,26
1851-06-01,15.101,1.385,Kaluga,Russia,26
1851-07-01,18.682,2.092,Kaluga,Russia,26
1851-08-01,16.85,1.617,Kaluga,Russia,26
1851-09-01,14.289,1.198,Kaluga,Russia,26
1851-10-01,5.619999999999999,2.0780000000000003,Kaluga,Russia,26
1851-11-01,3.018,1.567,Kaluga,Russia,26
1851-12-01,-3.743,3.42,Kaluga,Russia,26
1852-01-01,-8.749,2.7310000000000003,Kaluga,Russia,26
1852-02-01,-9.37,1.341,Kaluga,Russia,26
1852-03-01,-4.461,0.946,Kaluga,Russia,26
1852-04-01,-0.2240000000000002,1.679,Kaluga,Russia,26
1852-05-01,10.833,1.252,Kaluga,Russia,26
1852-06-01,17.875999999999998,1.04,Kaluga,Russia,26
1852-07-01,15.671,1.514,Kaluga,Russia,26
1852-08-01,16.539,1.206,Kaluga,Russia,26
1852-09-01,10.925,1.181,Kaluga,Russia,26
1852-10-01,2.272,1.08,Kaluga,Russia,26
1852-11-01,-4.082,1.632,Kaluga,Russia,26
1852-12-01,-5.019,1.975,Kaluga,Russia,26
1853-01-01,-7.100000000000001,2.292,Kaluga,Russia,26
1853-02-01,-6.547999999999999,0.6729999999999999,Kaluga,Russia,26
1853-03-01,-5.043,2.021,Kaluga,Russia,26
1853-04-01,2.785,1.5419999999999998,Kaluga,Russia,26
1853-05-01,12.035,1.306,Kaluga,Russia,26
1853-06-01,15.706,0.8140000000000001,Kaluga,Russia,26
1853-07-01,18.165,0.943,Kaluga,Russia,26
1853-08-01,16.402,1.149,Kaluga,Russia,26
1853-09-01,8.885,1.116,Kaluga,Russia,26
1853-10-01,6.51,1.017,Kaluga,Russia,26
1853-11-01,-2.557,2.255,Kaluga,Russia,26
1853-12-01,-8.258,1.239,Kaluga,Russia,26
1854-01-01,-13.624,1.91,Kaluga,Russia,26
1854-02-01,-8.646,1.4580000000000002,Kaluga,Russia,26
1854-03-01,-5.495,1.171,Kaluga,Russia,26
1854-04-01,1.7959999999999998,0.857,Kaluga,Russia,26
1854-05-01,15.485,0.857,Kaluga,Russia,26
1854-06-01,16.486,1.355,Kaluga,Russia,26
1854-07-01,19.189,1.212,Kaluga,Russia,26
1854-08-01,17.524,1.676,Kaluga,Russia,26
1854-09-01,9.431,0.918,Kaluga,Russia,26
1854-10-01,6.271999999999999,1.037,Kaluga,Russia,26
1854-11-01,-0.6619999999999999,1.5659999999999998,Kaluga,Russia,26
1854-12-01,-2.51,2.8680000000000003,Kaluga,Russia,26
